Split,Model Group,Model,stock_id,n_rows,RMSE,RMSPE,QLIKE
Seen test,Normal Long,HAR-RV,118,5750,0.0006235584269387755,7.2502365746060065,0.18788367624590296
Seen test,Normal Long,HAR-RV,120,5750,0.000248614148830868,1.1528335376540373,0.08254564460465925
Seen test,Normal Long,HAR-RV,126,5750,0.0006581285339884191,8.87265142236781,0.2105189891634728
Seen test,Weighted Long,WLR Long,5,5750,0.0006699836373583075,13.112503619673843,0.28629328500696966
Seen test,Weighted Long,WLR Long,7,5750,0.0003749445761036117,6.073716991839918,0.20498220122845195
Seen test,Weighted Long,WLR Long,10,5750,0.00028773387347469224,1.2038831819119453,0.06383362751357671
Seen test,Weighted Long,WLR Long,13,5750,0.00023183800657230083,1.8419866428722738,0.1349768028571707
Seen test,Weighted Long,WLR Long,14,5750,0.00023978668616625513,0.5107625618159656,0.04999946387346432
Seen test,Weighted Long,WLR Long,16,5750,0.0006249331135048961,15.297234877290155,0.3263700494403998
Seen test,Weighted Long,WLR Long,18,5750,0.001245957934949158,31.459824194170597,0.47700022288103056
Seen test,Weighted Long,WLR Long,19,5750,0.000396672320519349,5.149067211752755,0.20110401843764233
Seen test,Weighted Long,WLR Long,20,5750,0.0002840960826609697,1.1955308877650315,0.07708758341561286
Seen test,Weighted Long,WLR Long,27,5750,0.0009884010574917714,22.121947797898063,0.36555185460478035
Seen test,Weighted Long,WLR Long,29,5750,0.00011360071122821934,0.36966792217189576,0.03696963755184911
Seen test,Weighted Long,WLR Long,37,5750,0.0009848476289066458,26.505375770313794,0.49229356593315565
Seen test,Weighted Long,WLR Long,43,5750,0.00010697512191204017,0.5363327039742595,0.05887355330653704
Seen test,Weighted Long,WLR Long,44,5750,0.0002603996465931125,0.8722969924211196,0.06488125679298054
Seen test,Weighted Long,WLR Long,46,5750,0.00018084747958653638,1.371382064349974,0.12712922732384116
Seen test,Weighted Long,WLR Long,51,5750,0.00026023808519866213,2.33136756476011,0.09160707452902067
Seen test,Weighted Long,WLR Long,61,5750,0.00026744225161551554,0.501164705023005,0.05331315819637059
Seen test,Weighted Long,WLR Long,62,5750,0.0006272862426014831,5.870617999201056,0.14748152293012648
Seen test,Weighted Long,WLR Long,63,5750,0.00029877977139951446,1.6175388924969185,0.09177916671455434
Seen test,Weighted Long,WLR Long,64,5750,0.00021653344941438123,1.2219294832852055,0.08392554540302952
Seen test,Weighted Long,WLR Long,68,5750,0.0004137021207679847,2.290107715447708,0.11490927974676513
Seen test,Weighted Long,WLR Long,69,5750,0.00015904990127754592,0.39038998152181065,0.0408078510646646
Seen test,Weighted Long,WLR Long,70,5750,0.0003333055262582346,3.358301947380952,0.16321781178867265
Seen test,Weighted Long,WLR Long,72,5750,0.00044297335324503217,7.312093159312348,0.17996129414216896
Seen test,Weighted Long,WLR Long,75,5750,0.0010426655180503675,23.490229599535894,0.34613777799971196
Seen test,Weighted Long,WLR Long,77,5750,0.0002909982344910855,1.2157622211172707,0.07405410632843687
Seen test,Weighted Long,WLR Long,78,5750,0.0005348845313312722,7.356280581707502,0.16640698180510022
Seen test,Weighted Long,WLR Long,80,5750,0.0008019657693643863,8.149402302802253,0.1582047020445711
Seen test,Weighted Long,WLR Long,82,5750,0.0004479335132204215,8.20572829964969,0.21169669722244408
Seen test,Weighted Long,WLR Long,83,5750,0.0006620011306168816,12.649053212297408,0.2607592892825038
Seen test,Weighted Long,WLR Long,90,5750,0.0007005362197893148,10.229599295628033,0.262781396119352
Seen test,Weighted Long,WLR Long,98,5750,0.0007227367919762117,16.721093117885328,0.3795267510522388
Seen test,Weighted Long,WLR Long,100,5750,0.0005598810421147151,3.4847240125927965,0.12763568793340466
Seen test,Weighted Long,WLR Long,102,5750,0.0005495669990040003,6.158633401281856,0.17776794484071262
Seen test,Weighted Long,WLR Long,103,5750,0.0008498256885663117,17.116024826590028,0.308466748279161
Seen test,Weighted Long,WLR Long,104,5750,0.0004145670863967752,4.941521973396754,0.17718336564054438
Seen test,Weighted Long,WLR Long,115,5750,0.00034316256474741874,4.744082060098039,0.19363499359290615
Seen test,Weighted Long,WLR Long,118,5750,0.0006158213365457567,7.150603941526619,0.18572535673902657
Seen test,Weighted Long,WLR Long,120,5750,0.00024468854643444756,1.14801474906617,0.08050569063206912
Seen test,Weighted Long,WLR Long,126,5750,0.0006464631983972699,9.058606805072767,0.20698486751463505
