Split,Model Group,Model,stock_id,n_rows,RMSE,RMSPE,QLIKE
Unseen anonymous,Normal Long,HAR-RV,17,38300,0.00043738592731379226,2.0797119411142186,0.09497596302434574
Unseen anonymous,Normal Long,HAR-RV,22,38300,0.0005690939816979142,7.569509548677023,0.1653066451072688
Unseen anonymous,Normal Long,HAR-RV,28,38300,0.000337234662479644,2.645517946854,0.13731523641787652
Unseen anonymous,Normal Long,HAR-RV,30,38300,0.0006230496881690529,12.621587396495698,0.2972036878042106
Unseen anonymous,Normal Long,HAR-RV,34,38300,0.0002554558473213968,1.4918256965822916,0.08917908558807713
Unseen anonymous,Normal Long,HAR-RV,35,38300,0.0002788202301175677,0.5992489635649514,0.05468350699192689
Unseen anonymous,Normal Long,HAR-RV,38,38150,0.00059382717737594,7.852834597355334,0.22054631947536452
Unseen anonymous,Normal Long,HAR-RV,40,38300,0.0007500102125749203,12.831204813894876,0.2718825582957788
Unseen anonymous,Normal Long,HAR-RV,48,38300,0.00038691833057325094,3.9032483398858355,0.15437188764344403
Unseen anonymous,Normal Long,HAR-RV,60,38300,0.0005441618953340378,10.81292813025592,0.3390779976759092
Unseen anonymous,Normal Long,HAR-RV,74,38300,0.0004036882023150403,3.3341589819434088,0.22603104446371813
Unseen anonymous,Normal Long,HAR-RV,81,38300,0.0005227395511191332,3.5887650394499717,0.14977949371440136
Unseen anonymous,Normal Long,HAR-RV,84,38300,0.00029303724277122576,0.6261768826752532,0.05312196830202772
Unseen anonymous,Normal Long,HAR-RV,87,38300,0.0004967633119805802,4.015834296271429,0.12758712324553015
Unseen anonymous,Normal Long,HAR-RV,89,38300,0.0004279185185104956,4.313733428353591,0.2382292837091986
Unseen anonymous,Normal Long,HAR-RV,93,38300,0.00023401542728956266,1.2127751406762768,0.08283257242406841
Unseen anonymous,Normal Long,HAR-RV,95,38300,0.0002660248815034731,1.2979163512767313,0.0730340237443519
Unseen anonymous,Normal Long,HAR-RV,105,38300,0.00028452841093089097,2.992619262969882,0.17545387179414731
Unseen anonymous,Normal Long,HAR-RV,111,38300,0.00020238446920583044,1.2481360122380705,0.09240647985449484
Unseen anonymous,Weighted Long,WLR Long,0,38300,0.000620244981576203,15.96342576356059,0.3198152651469531
Unseen anonymous,Weighted Long,WLR Long,17,38300,0.00043328040704479324,2.0949261200432625,0.09374070694472154
Unseen anonymous,Weighted Long,WLR Long,22,38300,0.0005636912782014899,7.841494602602278,0.16265994572924145
Unseen anonymous,Weighted Long,WLR Long,28,38300,0.0003323754724864591,2.66839823615869,0.13592009821778958
Unseen anonymous,Weighted Long,WLR Long,30,38300,0.0006154022822422666,13.099630745306472,0.2944893960537166
Unseen anonymous,Weighted Long,WLR Long,34,38300,0.0002512042665979517,1.50158425639059,0.08776989403252225
Unseen anonymous,Weighted Long,WLR Long,35,38300,0.0002812420932584633,0.5879848451992563,0.0547195799190264
Unseen anonymous,Weighted Long,WLR Long,38,38150,0.0005873234929073018,8.016608165238093,0.21797930338809954
Unseen anonymous,Weighted Long,WLR Long,40,38300,0.0007414299507363662,13.17320707492403,0.26750813862829026
Unseen anonymous,Weighted Long,WLR Long,48,38300,0.0003836209828701169,3.950346598715502,0.15292402483434359
Unseen anonymous,Weighted Long,WLR Long,60,38300,0.000541488875722885,11.401528209818576,0.33754079377451846
Unseen anonymous,Weighted Long,WLR Long,74,38300,0.00040020102843587045,3.3597989864999325,0.22360909432582854
Unseen anonymous,Weighted Long,WLR Long,81,38300,0.0005183733611836849,3.5751927383978064,0.14767625127758938
Unseen anonymous,Weighted Long,WLR Long,84,38300,0.0002938384555417294,0.6191679432322194,0.053074828981223586
Unseen anonymous,Weighted Long,WLR Long,87,38300,0.0004915666089292327,4.064839631135713,0.12611468688320943
Unseen anonymous,Weighted Long,WLR Long,89,38300,0.00042669552272304307,4.413363329711293,0.23769272876098343
Unseen anonymous,Weighted Long,WLR Long,93,38300,0.00023034396942868215,1.2007415141547193,0.08086703642629663
Unseen anonymous,Weighted Long,WLR Long,95,38300,0.00026406936820887764,1.2739002079415584,0.0719827262109741
Unseen anonymous,Weighted Long,WLR Long,105,38300,0.0002835171200382679,3.0687718299975115,0.17452266284741974
Unseen anonymous,Weighted Long,WLR Long,111,38300,0.00020219767633702164,1.2426918307090136,0.09131607444087891
Unseen anonymous,Weighted Long,WXGB Long,0,38300,0.0006231877442528836,15.689710627536243,0.3183959918207637
Unseen anonymous,Weighted Long,WXGB Long,17,38300,0.0004324767628030431,2.0340893017250936,0.09395062500180662
Unseen anonymous,Weighted Long,WXGB Long,22,38300,0.0005622527258168016,7.481883777008466,0.16228908662057337
Unseen anonymous,Weighted Long,WXGB Long,28,38300,0.00033199958883662196,2.5086730108543165,0.13384539370704296
Unseen anonymous,Weighted Long,WXGB Long,30,38300,0.000631345589556825,13.422897763480039,0.29274275428622626
Unseen anonymous,Weighted Long,WXGB Long,34,38300,0.0002496568089569574,1.347930533628066,0.08529838057511319
Unseen anonymous,Weighted Long,WXGB Long,35,38300,0.00027910368600269004,0.5356240998599244,0.05251436432792863
Unseen anonymous,Weighted Long,WXGB Long,38,38150,0.000586025482064103,8.056883891401856,0.21721588845823592
