stock_id,model,n_rows,rmse,rmspe,qlike
22951,LR Long,126720,0.00015797370286618886,0.39783619890430644,0.04712777809208477
22951,WLR Base,137088,0.00019977293396179652,0.46580653127852445,0.06903519454918858
22951,WLR Short,134784,0.0001673535634312984,0.42112546900672093,0.05204988835226457
22951,WLR Medium,132480,0.00016226121834274373,0.4102950082700321,0.0495046862324878
22951,WLR Long,126720,0.00015788239075219368,0.39805742931036814,0.047098745946733044
22951,Lasso Base,137088,0.0001870832622538333,0.5188256167348884,0.06559766137666936
22951,Lasso Short,134784,0.00016941802949578834,0.4577510660451931,0.05468121699852555
22951,Lasso Medium,132480,0.0001644421078978105,0.43990974846785774,0.05169568602072909
22951,Lasso Long,126720,0.00015983736979251382,0.4191493115256062,0.04870689597381856
22951,XGB Base,137088,0.000185388860550173,0.4546005662870321,0.061177948775692756
22951,XGB Short,134784,0.00016557786201025926,0.4005475859953347,0.050795595233958706
22951,XGB Medium,132480,0.00016080745352228343,0.387894412238609,0.048543187720666806
22951,XGB Long,126720,0.00015663597412637876,0.37596220688686127,0.046322179406444466
22951,WXGB Base,137088,0.00018431081844202273,0.44226852017503165,0.06095916396559875
22951,WXGB Short,134784,0.00016537268965391622,0.3959087812939573,0.0509446676170454
22951,WXGB Medium,132480,0.0001607502913713968,0.3861796770475269,0.048534908798641876
22951,WXGB Long,126720,0.0001565340930641048,0.37376836208519476,0.04628607814476823
22951,RF Base,137088,0.00019961226115074567,0.4966438808530907,0.07780279859544183
22951,RF Short,134784,0.00020163487624533634,0.48807245535757854,0.0834162719176014
22951,RF Medium,132480,0.00019880715622619594,0.48712265802542826,0.08336167884593433
22951,RF Long,126720,0.0001877893501322972,0.47260806046152615,0.07527973129368247
22951,MLP Base,137088,0.0001977676977769618,0.5732227762685027,0.06973380205184121
22951,MLP Short,134784,0.0001756509799425751,0.3651571232005242,0.05706698843223408
22951,MLP Medium,132480,0.00036105043104071107,1.309994206657743,0.19033775186881333
22951,MLP Long,126720,0.0001633968233777596,0.37824459534126953,0.04954183107033477
48219,HAR-RV,126720,0.000318204278562476,2.428554324235288,0.11709627984765598
48219,LR Base,137088,0.0003467554122962934,2.657426249526001,0.12968349322959064
48219,LR Short,134784,0.0003301243190737426,2.515792278391571,0.12177816047447125
48219,LR Medium,132480,0.0003232011377246909,2.450641662745958,0.1187385225757636
48219,LR Long,126720,0.00031576611490504656,2.4226059904817334,0.11556477137842806
48219,WLR Base,137088,0.00034710681958894025,2.627275598139559,0.1296455478860666
48219,WLR Short,134784,0.000330293186113545,2.50671647104151,0.12195407377774879
48219,WLR Medium,132480,0.0003232609665213553,2.4473338841169237,0.11881702299769971
48219,WLR Long,126720,0.0003157638415279122,2.420839148099476,0.11558411286685476
48219,Lasso Base,137088,0.0003486189204593604,2.6723648663139064,0.13156520337855718
48219,Lasso Short,134784,0.00033158186472074386,2.563862766558946,0.12242601646266868
48219,Lasso Medium,132480,0.000324465098704793,2.5058295692778,0.1193510238117648
48219,Lasso Long,126720,0.00031680960716347963,2.4633711680692554,0.11604725463801129
48219,XGB Base,137088,0.00035353827414037194,2.5196852164222125,0.13379987918907596
48219,XGB Short,134784,0.0003324827619828662,2.3997336911032874,0.12409970304707714
48219,XGB Medium,132480,0.0003245977758815368,2.357381662736385,0.12049076853970263
48219,XGB Long,126720,0.00031641760711288003,2.357133329627915,0.11664442002117621
48219,WXGB Base,137088,0.00035283319552407267,2.4712726741645437,0.13461676301742878
48219,WXGB Short,134784,0.0003326341471664653,2.3880235618448866,0.12450682261414907
48219,WXGB Medium,132480,0.0003245350829117379,2.3503756676215857,0.1205924139680187
48219,WXGB Long,126720,0.0003164558588075363,2.353705691426536,0.11667037442923744
48219,RF Base,137088,0.0003521910010595364,2.584615590016329,0.13238394253857824
48219,RF Short,134784,0.00034063455137792404,2.4946796136798817,0.12942611129427078
48219,RF Medium,132480,0.0003355489087885682,2.43934465250222,0.12885534093932943
48219,RF Long,126720,0.0003246832953434344,2.396149923221906,0.12366070597444287
48219,MLP Base,137088,0.0003554306574487496,2.7832876389152053,0.13352369819185964
48219,MLP Short,134784,0.0003363131395459213,2.3162038828572444,0.1284876729129433
48219,MLP Medium,132480,0.0004580454688434803,3.900563029736323,0.19344544324980484
48219,MLP Long,126720,0.0003178784297316249,2.4140628087803537,0.11679230192499586
50200,HAR-RV,126720,8.107003861325807e-05,0.8476183670034645,0.11041480990410696
50200,LR Base,137088,0.0001419144436998299,1.7839421780205615,0.24995791233352752
50200,LR Short,134784,9.42887931928139e-05,1.0932756008485967,0.1466005281100858
50200,LR Medium,132480,8.335296030561467e-05,0.9416502064579685,0.12099129700946756
50200,LR Long,126720,7.355089604978735e-05,0.7883181536779995,0.09643282187454064
50200,WLR Base,137088,0.00013892434775538527,1.744925602520582,0.2436881481457014
50200,WLR Short,134784,9.31866871423383e-05,1.076636765910632,0.14388864486131553
50200,WLR Medium,132480,8.310097474318127e-05,0.9364687521568207,0.12008567499333728
50200,WLR Long,126720,7.338242506421729e-05,0.784128848737152,0.0957853613304219
50200,Lasso Base,137088,0.0001510046170117673,1.8663776463261457,0.2680734535485194
50200,Lasso Short,134784,0.00010928157909885909,1.3046691059860642,0.18163160186479443
50200,Lasso Medium,132480,9.576908818930168e-05,1.1148734176228785,0.1513565536986362
50200,Lasso Long,126720,8.327289910737241e-05,0.9360141691258668,0.12222760276090423
50200,XGB Base,137088,8.007250887270767e-05,0.7919102440944621,0.09462063272179641
50200,XGB Short,134784,6.90141298336953e-05,0.7312742575607052,0.08211074694892838
50200,XGB Medium,132480,6.692404002873751e-05,0.7288174168198028,0.08048115273003041
50200,XGB Long,126720,6.893927299963281e-05,0.8221221100644662,0.09152018279814558
50200,WXGB Base,137088,8.470293728452006e-05,0.9441330452213418,0.11454734759529693
50200,WXGB Short,134784,7.378987863257709e-05,0.8560907425860398,0.09828465553732987
50200,WXGB Medium,132480,7.250425374887519e-05,0.8659849805771912,0.09850500839207472
50200,WXGB Long,126720,7.182199337051992e-05,0.8879463027862655,0.10027444726312043
50200,RF Base,137088,0.000212192446069607,2.683647630179096,0.3806269053303225
50200,RF Short,134784,0.00022149086030490587,2.8151302425326468,0.3979517910017221
50200,RF Medium,132480,0.00022220907074032572,2.831027496588199,0.40023402521391577
50200,RF Long,126720,0.00021718102394108546,2.7863458629339344,0.39334758862234875
50200,MLP Base,137088,0.00014038650554007488,1.6169176337378581,0.23485996189946584
50200,MLP Short,134784,0.00012795610862553376,1.7191700598028743,0.22660475182725526
50200,MLP Medium,132480,0.0004637934414512754,5.216877352272643,0.7351590935616881
50200,MLP Long,126720,7.16198798747784e-05,0.7378378312337761,0.08773870225016643
104919,HAR-RV,126720,9.000911789374514e-05,0.5210817627479899,0.06321521371499109
104919,LR Base,137088,0.00013743221679363949,0.9252097743885522,0.13039044473386494
104919,LR Short,134784,9.857503378033745e-05,0.6063533126192966,0.07630003871440588
104919,LR Medium,132480,9.021497915918014e-05,0.5294800139267876,0.06409180116484452
104919,LR Long,126720,8.300149500918044e-05,0.45509843920586396,0.05278495290754447
104919,WLR Base,137088,0.0001360974827708405,0.9018110459959293,0.12724410147403023
104919,WLR Short,134784,9.792297888764366e-05,0.5976360543860594,0.0749717083571934
104919,WLR Medium,132480,9.0060670827016e-05,0.5269990220933067,0.06369834844741064
104919,WLR Long,126720,8.289797173025455e-05,0.45335996930502687,0.05251921036973051
104919,Lasso Base,137088,0.00013959195640393104,1.0032546688078552,0.1407501517023183
104919,Lasso Short,134784,0.00010816365883281312,0.7220959773615893,0.09462378876939909
104919,Lasso Medium,132480,9.839754694593295e-05,0.6285155630271311,0.07969646091442135
104919,Lasso Long,126720,8.94472120053545e-05,0.5380813345095699,0.0654034821515708
104919,XGB Base,137088,9.832432059635237e-05,0.4525993402239757,0.05583122351963051
104919,XGB Short,134784,8.262547948850489e-05,0.3755472771961682,0.04339413389282519
104919,XGB Medium,132480,7.916624158091721e-05,0.35681953664271504,0.040812550798573446
104919,XGB Long,126720,7.68542969968719e-05,0.3743911579202737,0.041614420656904315
104919,WXGB Base,137088,9.768345850865238e-05,0.4875107953820956,0.06003403082585791
104919,WXGB Short,134784,8.365933299493219e-05,0.41208802052089394,0.04748635145588459
104919,WXGB Medium,132480,8.059604284404449e-05,0.4043379123762183,0.045793299090421194
104919,WXGB Long,126720,7.766224214415014e-05,0.3979924880690512,0.04416927443731804
104919,RF Base,137088,0.000177989015653679,1.3784463012606434,0.1989007396613962
104919,RF Short,134784,0.00018350066950349408,1.4405607179744024,0.20834793979516558
104919,RF Medium,132480,0.00018340693134809784,1.447662029233281,0.2093807091302052
104919,RF Long,126720,0.0001777753751719868,1.4180150656246182,0.20306230619639276
104919,MLP Base,137088,0.00014115071959987113,0.938379255545691,0.13213002887794087
104919,MLP Short,134784,0.00011223083818534798,0.8001437611792773,0.10175612029937436
104919,MLP Medium,132480,0.00042211748298804665,2.98857365554152,0.47959684292546395
104919,MLP Long,126720,8.38511662996682e-05,0.41338895874919784,0.0489653232450271
